country,province,postal code,city,latitude,longitude
US,PR,752,San Antonio,18.493745,-67.097726
US,PR,754,San Lorenzo,18.15633,-65.96831
US,PR,757,Santa Isabel,17.98631,-66.39457
US,PR,761,Utuado,18.265445,-66.702364
US,PR,762,Vega Alta,18.420218,-66.324284
US,PR,763,Monserrate,18.452175,-66.399836
US,PR,764,Vega Baja,18.452084,-66.397138
US,PR,765,Vieques,18.125664,-65.45603
US,PR,766,Villalba,18.126023,-66.48208
US,PR,767,Yabucoa,18.072752,-65.89703
US,PR,768,Yauco,18.030715,-66.856181
US,PR,769,Coamo,18.092813,-66.3611
US,PR,771,Las Piedras,18.18744,-65.87088
US,PR,772,Loiza,18.427674,-65.87605
US,PR,773,Luquillo,18.361344,-65.72133
US,PR,775,Culebra,18.311149,-65.29257
US,PR,777,Juncos,18.224088,-65.91316
US,PR,778,Gurabo,18.258628,-65.97791
US,PR,780,Coto Laurel,18.068538,-66.55939
US,PR,782,Comerio,18.223348,-66.2267
US,PR,783,Corozal,18.304874,-66.32305
US,PR,784,Guayama,17.984137,-66.12779
US,PR,785,Guayama,18.018822,-66.795603
US,PR,786,La Plata,18.128092,-66.268717
US,PR,791,Humacao,18.147257,-65.82269
US,PR,792,Humacao,18.138029,-65.788499
US,PR,794,Barranquitas,18.204294,-66.31058
US,PR,795,Juana Diaz,18.036253,-66.50289
US,VI,801,St Thomas,18.322285,-64.963715
US,VI,802,St Thomas,18.322285,-64.963715
US,VI,803,St Thomas,18.322285,-64.963715
US,VI,804,St Thomas,18.322285,-64.963715
US,VI,805,St Thomas,18.322285,-64.963715
US,VI,820,Christiansted,17.734211,-64.734694
US,VI,821,Christiansted,17.734211,-64.734694
US,VI,822,Christiansted,17.734211,-64.734694
US,VI,823,Christiansted,17.734211,-64.734694
US,VI,824,Christiansted,17.734211,-64.734694
US,VI,830,St John,18.32816,-64.740737
US,VI,831,St John,18.32816,-64.740737
US,VI,840,Frederiksted,17.734211,-64.734694
US,VI,841,Frederiksted,17.734211,-64.734694
US,VI,850,Kingshill,17.734211,-64.734694
US,VI,851,Kingshill,17.734211,-64.734694
US,PR,901,San Juan,18.465426,-66.10786
US,PR,902,San Juan,18.410462,-66.060533
US,PR,906,San Juan,18.46454,-66.10079
US,PR,907,San Juan,18.451131,-66.07798
US,PR,908,San Juan,18.410462,-66.060533
US,PR,909,San Juan,18.442282,-66.06764
US,PR,910,San Juan,18.410462,-66.060533
US,PR,911,San Juan,18.45009,-66.0577
US,PR,912,San Juan,18.445946,-66.05928
US,PR,913,San Juan,18.450907,-66.04256
US,PR,914,San Juan,18.410462,-66.060533
US,PR,915,San Juan,18.436995,-66.04888
US,PR,916,San Juan,18.410462,-66.060533
US,PR,917,San Juan,18.422263,-66.0513
US,PR,918,San Juan,18.417668,-66.06494
US,PR,919,San Juan,18.410462,-66.060533
US,PR,920,San Juan,18.41242,-66.09069
US,PR,921,San Juan,18.394019,-66.08633
US,PR,922,San Juan,18.410462,-66.060533
US,PR,923,San Juan,18.410681,-66.03806
US,PR,924,San Juan,18.401917,-66.01194
US,PR,925,San Juan,18.400006,-66.05028
US,PR,926,San Juan,18.361363,-66.0562
US,PR,927,San Juan,18.39184,-66.06867
US,PR,928,San Juan,18.410462,-66.060533
US,PR,929,San Juan,18.410462,-66.060533
US,PR,930,San Juan,18.410462,-66.060533
US,PR,931,San Juan,18.410462,-66.060533
US,PR,933,San Juan,18.410462,-66.060533
US,PR,934,Fort Buchanan,18.413511,-66.12198
US,PR,935,San Juan,18.410462,-66.060533
US,PR,936,San Juan,18.410462,-66.060533
US,PR,937,San Juan,18.410462,-66.060533
US,PR,938,San Juan,18.410462,-66.060533
US,PR,939,San Juan,18.410462,-66.060533
US,PR,940,San Juan,18.410462,-66.060533
US,PR,949,Toa Baja,18.433173,-66.2042
US,PR,950,Toa Baja,18.457761,-66.196503
US,PR,951,Toa Baja,18.457761,-66.196503
US,PR,952,Sabana Seca,18.429218,-66.18014
US,PR,953,Toa Alta,18.36802,-66.23414
US,PR,954,Toa Alta,18.358939,-66.258108
US,PR,955,San Juan,18.410462,-66.060533
US,PR,956,Bayamon,18.34216,-66.16643
US,PR,957,Bayamon,18.369674,-66.18669
US,PR,958,Bayamon,18.34487,-66.166014
US,PR,959,Bayamon,18.387063,-66.15943
US,PR,960,Bayamon,18.34487,-66.166014
US,PR,961,Bayamon,18.412462,-66.16033
US,PR,962,Catano,18.437683,-66.13847
US,PR,963,Catano,18.443217,-66.139293
US,PR,965,Guaynabo,18.431453,-66.11703
US,PR,966,Guaynabo,18.398507,-66.11522
US,PR,968,Guaynabo,18.408479,-66.1025
US,PR,969,Guaynabo,18.366981,-66.10889
US,PR,970,Guaynabo,18.359143,-66.112295
US,PR,971,Guaynabo,18.329688,-66.11876
US,PR,975,San Juan,18.410462,-66.060533
US,PR,976,Trujillo Alto,18.346767,-66.00561
US,PR,977,Trujillo Alto,18.337004,-65.990099
US,PR,978,St Just,18.337004,-65.990099
US,PR,979,Carolina,18.431885,-66.0127
US,PR,981,Carolina,18.410462,-66.060533
US,PR,982,Carolina,18.409345,-65.99313
US,PR,983,Carolina,18.414408,-65.97582
US,PR,984,Carolina,18.393355,-65.972495
US,PR,985,Carolina,18.374896,-65.94691
US,PR,986,Carolina,18.393355,-65.972495
US,PR,987,Carolina,18.372228,-65.96275
US,PR,988,Carolina,18.393355,-65.972495
US,MA,1001,Agawam,42.07061,-72.62029
US,MA,1002,Amherst,42.377651,-72.50323
US,MA,1003,Amherst,42.369562,-72.63599
US,MA,1004,Amherst,42.384494,-72.513183
US,MA,1005,Barre,42.412094,-72.10443
US,MA,1007,Belchertown,42.278424,-72.411
US,MA,1008,Blandford,42.174313,-72.94828
US,MA,1009,Bondsville,42.206092,-72.340486
US,MA,1010,Brimfield,42.126038,-72.20552
US,MA,1011,Chester,42.271442,-73.01958
US,MA,1012,Chesterfield,42.390836,-72.84356
US,MA,1013,Chicopee,42.161492,-72.60316
US,MA,1014,Chicopee,42.170731,-72.604842
US,MA,1020,Chicopee,42.175992,-72.57265
US,MA,1021,Chicopee,42.170731,-72.604842
US,MA,1022,Chicopee,42.196666,-72.55606
US,MA,1026,Cummington,42.465041,-72.91813
US,MA,1027,Easthampton,42.27279,-72.68677
US,MA,1028,East Longmeadow,42.066795,-72.5102
US,MA,1029,East Otis,42.175896,-73.04204
US,MA,1030,Feeding Hills,42.070774,-72.67248
US,MA,1031,Gilbertville,42.33071,-72.18833
US,MA,1032,Goshen,42.45792,-72.81551
US,MA,1033,Granby,42.254563,-72.51831
US,MA,1034,Granville,42.086224,-72.94464
US,MA,1035,Hadley,42.35549,-72.5733
US,MA,1036,Hampden,42.064703,-72.41735
US,MA,1037,Hardwick,42.374202,-72.19524
US,MA,1038,Hatfield,42.375155,-72.60832
US,MA,1039,Haydenville,42.381475,-72.69259
US,MA,1040,Holyoke,42.201891,-72.6242
US,MA,1041,Holyoke,42.170731,-72.604842
US,MA,1050,Huntington,42.290209,-72.87942
US,MA,1053,Leeds,42.353105,-72.70206
US,MA,1054,Leverett,42.479839,-72.49879
US,MA,1056,Ludlow,42.174893,-72.47068
US,MA,1057,Monson,42.089269,-72.317
US,MA,1059,North Amherst,42.369562,-72.63599
US,MA,1060,Northampton,42.324539,-72.63561
US,MA,1061,Northampton,42.369562,-72.63599
US,MA,1062,Florence,42.324232,-72.67915
US,MA,1063,Northampton,42.317939,-72.640234
US,MA,1066,North Hatfield,42.406697,-72.633901
US,MA,1068,Oakham,42.349769,-72.04413
US,MA,1069,Palmer,42.176401,-72.32646
US,MA,1070,Plainfield,42.515853,-72.91661
US,MA,1071,Russell,42.165931,-72.85153
US,MA,1072,Shutesbury,42.486027,-72.42208
US,MA,1073,Southampton,42.223885,-72.72777
US,MA,1074,South Barre,42.375998,-72.149388
US,MA,1075,South Hadley,42.234891,-72.58243
US,MA,1077,Southwick,42.05283,-72.76966
US,MA,1079,Thorndike,42.192892,-72.329574
US,MA,1080,Three Rivers,42.180563,-72.36518
US,MA,1081,Wales,42.058024,-72.22517
US,MA,1082,Ware,42.270611,-72.26067
US,MA,1083,Warren,42.20468,-72.20259
US,MA,1084,West Chesterfield,42.379807,-72.89043
US,MA,1085,Westfield,42.133642,-72.75029
US,MA,1086,Westfield,42.173428,-72.847964
US,MA,1088,West Hatfield,42.388831,-72.6321
US,MA,1089,West Springfield,42.112793,-72.64066
US,MA,1090,West Springfield,42.170731,-72.604842
US,MA,1092,West Warren,42.210777,-72.23904
US,MA,1093,Whately,42.442673,-72.652511
US,MA,1094,Wheelwright,42.358201,-72.140846
US,MA,1095,Wilbraham,42.12531,-72.44057
US,MA,1096,Williamsburg,42.415236,-72.78271
US,MA,1097,Woronoco,42.161743,-72.845912
US,MA,1098,Worthington,42.399054,-72.93871
US,MA,1101,Springfield,42.170731,-72.604842
US,MA,1102,Springfield,42.170731,-72.604842
US,MA,1103,Springfield,42.103294,-72.59112
US,MA,1104,Springfield,42.130343,-72.57338
US,MA,1105,Springfield,42.096644,-72.5798
US,MA,1106,Longmeadow,42.050395,-72.5712
US,MA,1107,Springfield,42.120193,-72.6061
US,MA,1108,Springfield,42.084094,-72.55523
US,MA,1109,Springfield,42.116277,-72.55031
US,MA,1111,Springfield,42.170731,-72.604842
US,MA,1114,Springfield,42.170731,-72.604842
US,MA,1115,Springfield,42.102894,-72.591633
US,MA,1116,Longmeadow,42.170731,-72.604842
US,MA,1118,Springfield,42.093144,-72.5291
US,MA,1119,Springfield,42.128442,-72.50932
US,MA,1128,Springfield,42.095344,-72.48857
US,MA,1129,Springfield,42.121031,-72.4896
US,MA,1133,Springfield,42.170731,-72.604842
US,MA,1138,Springfield,42.170731,-72.604842
US,MA,1139,Springfield,42.170731,-72.604842
US,MA,1144,Springfield,42.101796,-72.59151
US,MA,1151,Indian Orchard,42.153926,-72.50531
US,MA,1152,Springfield,42.170731,-72.604842
US,MA,1199,Springfield,42.119943,-72.604983
US,MA,1201,Pittsfield,42.45384,-73.254
US,MA,1202,Pittsfield,42.3929,-73.228483
US,MA,1203,Pittsfield,42.3929,-73.228483
US,MA,1220,Adams,42.619727,-73.11842
US,MA,1222,Ashley Falls,42.057496,-73.32177
US,MA,1223,Becket,42.314449,-73.09335
US,MA,1224,Berkshire,42.3929,-73.228483
US,MA,1225,Cheshire,42.551731,-73.1653
US,MA,1226,Dalton,42.476575,-73.11547
US,MA,1227,Dalton,42.516145,-73.092852
US,MA,1229,Glendale,42.279292,-73.343545
US,MA,1230,Great Barrington,42.189715,-73.35249
US,MA,1231,Sheffield,42.153001,-73.298131
US,MA,1235,Hinsdale,42.433661,-73.09278
US,MA,1236,Housatonic,42.266874,-73.36236
US,MA,1237,Lanesboro,42.557346,-73.24364
US,MA,1238,Lee,42.299263,-73.2327
US,MA,1240,Lenox,42.36237,-73.27683
US,MA,1242,Lenox Dale,42.336557,-73.24599
US,MA,1243,Middlefield,42.356088,-73.010448
US,MA,1244,Mill River,42.139104,-73.20312
US,MA,1245,Monterey,42.180659,-73.20849
US,MA,1247,North Adams,42.696064,-73.10145
US,MA,1252,North Egremont,42.198648,-73.446234
US,MA,1253,Otis,42.198403,-73.10205
US,MA,1254,Richmond,42.374711,-73.36336
US,MA,1255,Sandisfield,42.088973,-73.12444
US,MA,1256,Savoy,42.592506,-73.01123
US,MA,1257,Sheffield,42.102694,-73.36591
US,MA,1258,South Egremont,42.103122,-73.45734
US,MA,1259,Southfield,42.0645,-73.24674
US,MA,1260,South Lee,42.286586,-73.313274
US,MA,1262,Stockbridge,42.283216,-73.31423
US,MA,1263,Stockbridge,42.3929,-73.228483
US,MA,1264,Tyringham,42.224905,-73.20394
